id_municipio,nome_municipio,sigla_uf,probabilidade_atingir_meta_2024,classificacao_risco
3303005,Miracema,RJ,0.9521698109244403,Baixo risco
3300803,Cachoeiras de Macacu,RJ,0.9529429330694091,Baixo risco
3305802,Teresópolis,RJ,0.9531666145346517,Baixo risco
3301850,Guapimirim,RJ,0.9552429737338766,Baixo risco
4212908,Pinhalzinho,SC,0.9553469127988633,Baixo risco
3302502,Magé,RJ,0.9555195475590806,Baixo risco
3304904,São Gonçalo,RJ,0.9562898912293325,Baixo risco
3302056,Italva,RJ,0.9573373076226168,Baixo risco
4209102,Joinville,SC,0.9576059706071214,Baixo risco
3158904,Santana do Manhuaçu,MG,0.957871414831942,Baixo risco
4214201,Quilombo,SC,0.9581145262073919,Baixo risco
3302254,Itatiaia,RJ,0.9595507666438073,Baixo risco
3121209,Delfinópolis,MG,0.9602053196149695,Baixo risco
3122405,Divisa Nova,MG,0.9608856673373554,Baixo risco
4322103,Tucunduva,RS,0.9613456422771818,Baixo risco
